"Name","Slug","Summary","Body","Path","CategorySlug","CategoryPathSlug","VideoUrl","SourceFile"
"Patient Case Management Guide","patient-case-management-guide","Guide for Patient Case Management Guide","<p><video controls src=""/videos/patient-case-management-guide.mp4"" style=""width: 100%""></video></p>
<h3>Step 1: Case ID feature. To create a new case for a patient, left click.</h3>
<h3>Step 2: Follow the steps for booking an appointment, Enter the case title.</h3>
<h3>Step 3:</h3>
<h3>Step 4: Select the body part.</h3>
<h3>Step 5:</h3>
<h3>Step 6:</h3>
<h3>Step 7: Fill in the other mandatory details.</h3>
<h3>Step 8:</h3>
<h3>Step 9:</h3>
<h3>Step 10:</h3>
<h3>Step 11:</h3>
<h3>Step 12:</h3>
<h3>Step 13:</h3>
<h3>Step 14: Click on send link and reserve appointment.</h3>
<h3>Step 15:</h3>
<h3>Step 16: You can see a new case has been registered for the patient.</h3>
<h3>Step 17:</h3>
<h3>Step 18: To merge cases for a patient for an existing patient, left click.</h3>
<h3>Step 19:</h3>
<h3>Step 20: Select the patient.</h3>
<h3>Step 21:</h3>
<h3>Step 22:</h3>
<h3>Step 23:</h3>
<h3>Step 24:</h3>
<h3>Step 25:</h3>
<h3>Step 26: Select the body part.</h3>
<h3>Step 27:</h3>
<h3>Step 28:</h3>
<h3>Step 29:</h3>
<h3>Step 30: The system asks you if you want to create a separate case or you want to update the case. Currently, we are updating the case.</h3>
<h3>Step 31:</h3>
<h3>Step 32:</h3>
<h3>Step 33: Fill in the mandatory details. Click on send link and reserve appointment.</h3>
<h3>Step 34: When you view the patient, you will be able to see that the case has been updated, And you can see the body parts have been updated.</h3>
<h3>Step 35:</h3>
<h3>Step 36:</h3>
<h3>Step 37: To merge cases for an existing patient.</h3>
<h3>Step 38:</h3>
<h3>Step 39: Select the patient.</h3>
<h3>Step 40:</h3>
<h3>Step 41:</h3>
<h3>Step 42:</h3>
<h3>Step 43:</h3>
<h3>Step 44: To create a new case for an existing patient, left click.</h3>
<h3>Step 45:</h3>
<h3>Step 46: Select the patient.</h3>
<h3>Step 47:</h3>
<h3>Step 48: Update the case title.</h3>
<h3>Step 49: Select the body part.</h3>
<h3>Step 50:</h3>
<h3>Step 51:</h3>
<h3>Step 52: Click separate case.</h3>
<h3>Step 53:</h3>
<h3>Step 54: Fill in the other mandatory information.</h3>
<h3>Step 55: Click on sending a reserve appointment.</h3>
<h3>Step 56: You would have created a new case for an existing patient.</h3>
<h3>Step 57: To view the cases of the patient, click on the patient&#39;s name.</h3>
<h3>Step 58: Click on the drop down here.</h3>
<h3>Step 59: You will be able to see the cases that are available for an existing patients.</h3>
<h3>Step 60:</h3>
","front-desk-module/case-id","front-desk-module","front-desk-module-case-id","","front-desk-module/case-id/patient-case-management-guide.md"
"Appointment Management Guide(Edit Appointment)","appointment-management-guideedit-appointment","Guide for Appointment Management Guide(Edit Appointment)","<p><video controls src=""/videos/appointment-management-guideedit-appointment.mp4"" style=""width: 100%""></video></p>
","front-desk-module/edit-appointments","front-desk-module","front-desk-module-edit-appointments","","front-desk-module/edit-appointments/appointment-management-guideedit-appointment.md"
"Collecting Co-Pay and Self-Pay Amounts","collecting-co-pay-and-self-pay-amounts","Guide for Collecting Co-Pay and Self-Pay Amounts","<p><video controls src=""/videos/collecting-co-pay-and-self-pay-amounts.mp4"" style=""width: 100%""></video></p>
<h3>Step 1: Hi, this video shows how you can collect the co pay amount and how you can collect the self pay amount for a patient.  To collect the co pay amount, click on the appointment card.</h3>
<h3>Step 2: Go to the billing info section.</h3>
<h3>Step 3: The copay amount has auto populated.  Enter that copay amount here.</h3>
<h3>Step 4: Click collect payment.</h3>
<h3>Step 5: Select the payment method.</h3>
<h3>Step 6: Click collect payment and your payment will be collected successfully.</h3>
<h3>Step 7:</h3>
<h3>Step 8: You will be able to see that the amount paid is $35.  Next, for the self pay amount.  Click on the appointment card.</h3>
<h3>Step 9: Go to the billing info section.</h3>
<h3>Step 10: You can see the total charge for the appointment is $70.  Select the amount to be collect it.</h3>
<h3>Step 11: Click Collect payment.</h3>
<h3>Step 12: You can send out an invoice to the patient from here or you can collect the payment here itself.</h3>
<h3>Step 13: Select the payment method click Collect payment.</h3>
<h3>Step 14:</h3>
<h3>Step 15: You can see that the collected amount has been updated.  If you go over the appointment card you can see that the amount has been updated here as well.</h3>
<hr>
<p><em>Thank you.</em></p>
","front-desk-module/features-video","front-desk-module","front-desk-module-features-video","","front-desk-module/features-video/collecting-co-pay-and-self-pay-amounts.md"
"Digital Patient Intake Form Process","digital-patient-intake-form-process","Guide for Digital Patient Intake Form Process","<p><video controls src=""/videos/digital-patient-intake-form-process.mp4"" style=""width: 100%""></video></p>
<p>In this article, you&#39;ll learn how to send digital intake forms to your patients. This feature allows patients to fill out their details, which will then be visible in their chart and documentation sections.</p>
<h3>Step 1: Schedule your patient on the calendar. Make sure to input their email address and phone number.</h3>
<h3>Step 2: After entering the email address and phone number, the patient will receive an email to complete the intake form. This form includes sections for personal details, medical details, insurance, outcome measures, and the reason for the visit.</h3>
<h3>Step 3: The patient fills out their personal details.</h3>
<h3>Step 4: Next, they provide their medical details.</h3>
<h3>Step 5: The patient then adds their insurance information.</h3>
<h3>Step 6: Outcome measures are assigned for the patient to complete. They also fill out the reason for their visit. This information helps clinicians understand why the patient is coming in.</h3>
<h3>Step 7: Once the patient submits the form, the information becomes visible in their chart and the documentation sections.</h3>
","front-desk-module/features-video","front-desk-module","front-desk-module-features-video","","front-desk-module/features-video/digital-patient-intake-form-process.md"
"Drag and Drop Appointment Feature","drag-and-drop-appointment-feature","Guide for Drag and Drop Appointment Feature","<p><video controls src=""/videos/drag-and-drop-appointment-feature.mp4"" style=""width: 100%""></video></p>
","front-desk-module/features-video","front-desk-module","front-desk-module-features-video","","front-desk-module/features-video/drag-and-drop-appointment-feature.md"
"How to Add Non-Visit Payments","how-to-add-non-visit-payments","Guide for How to Add Non-Visit Payments","<p><video controls src=""/videos/how-to-add-non-visit-payments.mp4"" style=""width: 100%""></video></p>
<p>In this tutorial, you&#39;ll learn how to add non-visit payments in the system. </p>
<h3>Step 1: Navigate to the Patient tab.</h3>
<h3>Step 2: Click on View Profile on the left side of the screen.</h3>
<h3>Step 3: Scroll down until you find a non-patient. Look for the Non Visit Payments section.</h3>
<h3>Step 4: Click on Non Visit Payments. Then, click on Add Payments.</h3>
<h3>Step 5: Enter the payment amount.</h3>
<h3>Step 6: Select your payment method, then click on Collect Non Visit Payment.</h3>
<h3>Step 7: After collecting the payment, you have the option to download the payment receipt.Please note that non-visit payments cannot be included in insurance. These payments must be collected directly from the patients and are not related to any specific appointment. This feature is useful for managing patient payments that are not tied to a specific appointment.</h3>
","front-desk-module/features-video","front-desk-module","front-desk-module-features-video","","front-desk-module/features-video/how-to-add-non-visit-payments.md"
"How to Add Patient Authorization","how-to-add-patient-authorization","Guide for How to Add Patient Authorization","<p><video controls src=""/videos/how-to-add-patient-authorization.mp4"" style=""width: 100%""></video></p>
","front-desk-module/features-video","front-desk-module","front-desk-module-features-video","","front-desk-module/features-video/how-to-add-patient-authorization.md"
"Spry Admin Dashboard","spry-admin-dashboard","Guide for Spry Admin Dashboard","<p><video controls src=""/videos/spry-admin-dashboard.mp4"" style=""width: 100%""></video></p>
<h3>Step 1: Spry admin dashboard features.</h3>
<h3>Step 2: Enter the patient ID. Click on the date of service.</h3>
<h3>Step 3: You will be able to change the date of service of the note.</h3>
<h3>Step 4: You will be able to delete the soap note, change the rendering therapist, change supervising therapist, change the note type, close or open the note.</h3>
<h3>Step 5:</h3>
<h3>Step 6:</h3>
<h3>Step 7:</h3>
<h3>Step 8: You can reverse the check-in of the appointment.</h3>
<h3>Step 9:</h3>
<h3>Step 10: You can change the payment method as well. Another feature that we have is the ability to merge cases.</h3>
<h3>Step 11:</h3>
<h3>Step 12: So you can select the case number, and you can select which case you would like to merge it with.</h3>
<h3>Step 13:</h3>
<h3>Step 14:</h3>
<h3>Step 15: Once you click on save, the two cases will be merged successfully. Thank you.</h3>
","front-desk-module/features-video","front-desk-module","front-desk-module-features-video","","front-desk-module/features-video/spry-admin-dashboard.md"
"Verify Insurance Eligibility","verify-insurance-eligibility","Guide for Verify Insurance Eligibility","<p><video controls src=""/videos/verify-insurance-eligibility.mp4"" style=""width: 100%""></video></p>
<h3>Step 1: Verify eligibility. This feature allows you to check a patient&#39;s insurance eligibility even before booking an appointment. Click on verify eligibility.</h3>
<h3>Step 2: Enter the patient&#39;s details.</h3>
<h3>Step 3:</h3>
<h3>Step 4:</h3>
<h3>Step 5: Select the NBI.</h3>
<h3>Step 6:</h3>
<h3>Step 7: Click on verify benefits, and you will be able to view your in network benefits and your out of network benefits with just one click.</h3>
<h3>Step 8:</h3>
<h3>Step 9: You can also preview the benefits in a PDF with all the details available.</h3>
<h3>Step 10: You can print it. You can download it, or you can send the PDF to the patient&#39;s email address.</h3>
<h3>Step 11:</h3>
<h3>Step 12:</h3>
","front-desk-module/features-video","front-desk-module","front-desk-module-features-video","","front-desk-module/features-video/verify-insurance-eligibility.md"
"Appointment Viewing, Configurations and Dashboard Filters","appointment-viewing-configurations-and-dashboard-filters","Guide for Appointment Viewing, Configurations and Dashboard Filters","<p><video controls src=""/videos/appointment-viewing-configurations-and-dashboard-filters.mp4"" style=""width: 100%""></video></p>
","front-desk-module/viewing-configurations-filters","front-desk-module","front-desk-module-viewing-configurations-filters","","front-desk-module/viewing-configurations-filters/appointment-viewing-configurations-and-dashboard-filters.md"
"Example Guide","example","A guide in my new Starlight docs site.","<p>Guides lead a user through a specific task they want to accomplish, often with a sequence of steps.
Writing a good guide requires thinking about what your users are trying to do.</p>
<h2>Further reading</h2>
<ul>
<li>Read <a href=""https://diataxis.fr/how-to-guides/"">about how-to guides</a> in the Diátaxis framework</li>
</ul>
","guides","guides","guides","","guides/example.md"
"SpryHealth Help Centre","index","Browse guides, tutorials, and step-by-step videos for every feature in SpryHealth.","<p>Welcome to the <strong>SpryHealth Help Centre</strong>. Use the sidebar to browse guides by category, or use the search bar above to find a specific topic.</p>
<h2>Categories</h2>
<ul>
<li><strong>Billing Videos</strong> — Claims, ERA, invoices, payments, and e-wallet guides</li>
<li><strong>Clinician&#39;s Module</strong> — SOAP notes, documentation workflows, patient management, and exercise programs</li>
<li><strong>Front Desk Module</strong> — Appointment booking, calendar management, and patient intake</li>
<li><strong>New Features</strong> — The latest additions to SpryHealth</li>
<li><strong>New Updates</strong> — Recent improvements and changes</li>
<li><strong>Packages</strong> — Creating and assigning treatment packages</li>
<li><strong>Profile Management</strong> — User accounts, schedules, and referring physicians</li>
</ul>
","","","","","index.mdx"
"Accessing SPRY Scribe  from Your EMR","accessing-spry-scribe-from-your-emr","Guide for Accessing SPRY Scribe  from Your EMR","<p><video controls src=""/videos/accessing-spry-scribe-from-your-emr.mp4"" style=""width: 100%""></video></p>
<p>This guide explains how to access and use Scribe Ally from your Electronic Medical Record (EMR). Scribe Ally is a tool that allows you to dictate or record conversations with patients, which it then transcribes and fills into your documentation template.Accessing Scribe Ally</p>
<h3>Step 1: Locate the Scribe Ally icon within the documentation template in your EMR.</h3>
<h3>Step 2: Click on the Scribe Ally icon.Using Scribe Ally</h3>
<h3>Step 3: Choose to dictate a quick note or record the full conversation with your patient.</h3>
<h3>Step 4: Click on the &#39;Start Recording&#39; option.</h3>
<h3>Step 5: For this guide, a transcript of a patient-provider conversation has been uploaded. Click &#39;Stop Recording&#39; once the conversation is complete.</h3>
<h3>Step 6: Click &#39;Apply Transcript&#39;. Scribe Ally will then fill in your template.</h3>
<p>Reviewing the Transcription</p>
<h3>Step 7: Review the filled-in details in the &#39;Subjective&#39; form. Scribe Ally fills in the details per field where applicable.</h3>
<h3>Step 8: Check the &#39;Objective&#39; template. It&#39;s also filled in per field where applicable.</h3>
<h3>Step 9: In the &#39;Assessment&#39; tab, review the clinical presentation of the patient. The assessment codes and therapist goals will be filled in after using the system for some time. Scribe Ally learns from your preferences over time.</h3>
<h3>Step 10: Review the &#39;Plan&#39; section. Scribe Ally also fills this in based on your preferences.</h3>
<p>Remember, the templating in your &#39;Subjective&#39; and &#39;Objective&#39; sections is completely customizable. You decide what kinds of fields you want and how you want the output to present.</p>
","new-features","new-features","new-features","","new-features/accessing-spry-scribe-from-your-emr.md"
"Alerts in SOAP Notes","alerts-in-soap-notes","Guide for Alerts in SOAP Notes","<p><video controls src=""/videos/alerts-in-soap-notes.mp4"" style=""width: 100%""></video></p>
<p>In this tutorial, you&#39;ll learn how to view alerts on the soap note, a feature that assists therapists in tracking care-related or authorization-related alerts while documenting patient notes.</p>
<h3>Step 1: Begin documenting from the appointment card. Notice the alerts visible on the appointment card.</h3>
<h3>Step 2: In addition to the appointment card, also check for alerts on the soap documentation.</h3>
<h3>Step 3: Look for bullet points that are present for specific patients. The alert icon will appear in this area.</h3>
<h3>Step 4: Click on the alert icon to view all alerts for that particular patient. These may include alerts for plan of care expiry, authorization expiry, or progress note view. This feature ensures you don&#39;t miss any compliance.</h3>
<hr>
<p><em>Thank you for following this tutorial.</em></p>
","new-features","new-features","new-features","","new-features/alerts-in-soap-notes.md"
"Auto Debit Feature Introduction","auto-debit-feature-introduction","Guide for Auto Debit Feature Introduction","<p><video controls src=""/videos/auto-debit-feature-introduction.mp4"" style=""width: 100%""></video></p>
","new-features","new-features","new-features","","new-features/auto-debit-feature-introduction.md"
"Bulk Add Tag Feature Instructions","bulk-add-tag-feature-instructions","Guide for Bulk Add Tag Feature Instructions","<p><video controls src=""/videos/bulk-add-tag-feature-instructions.mp4"" style=""width: 100%""></video></p>
<p>In this article, you&#39;ll learn how to use the Bulk Add Tag feature to update tags for multiple charge IDs at once.</p>
<h3>Step 1: Navigate to the Billing tab.</h3>
<h3>Step 2: Under the Billing Dashboard, you&#39;ll find the option to update tags for one or multiple charge IDs simultaneously.</h3>
<h3>Step 3: Select more than one charge ID. Once you do this, the Bulk Add Tag button will appear.</h3>
<h3>Step 4: Click on the Bulk Add Tag button. Here, you&#39;re allowed to select one or multiple tags at the same time.</h3>
<h3>Step 5: After selecting the tags, click on Save to apply them.</h3>
<h3>Step 6: The tags are now updated for the selected charge IDs. You&#39;ll see the status displayed.</h3>
<h3>Step 7: If you wish to update all charge IDs on the Billing Dashboard, simply select all charge IDs by clicking the check button. The Bulk Add Tags button will appear.</h3>
<p>Note: If you&#39;ve already added any tags and try to apply them again, they won&#39;t be duplicated.</p>
<h3>Step 8: If you need to stop the operation midway, click on the Cancel button. This will halt the action and display which charge IDs have been successfully updated and which have failed.</h3>
<p>That&#39;s it! You&#39;ve now mastered the Bulk Add Tag feature.</p>
","new-features","new-features","new-features","","new-features/bulk-add-tag-feature-instructions.md"
"Bulk Invoice Overview","bulk-invoice-overview","Guide for Bulk Invoice Overview","<p><video controls src=""/videos/bulk-invoice-overview.mp4"" style=""width: 100%""></video></p>
<p>Explore the new feature, Invoices. This guide will walk through the process of setting up, scheduling, and managing invoices.</p>
<h3>Step 1: Navigate to the Invoices feature by clicking on Billing.</h3>
<h3>Step 2: Click on Invoice.</h3>
<h3>Step 3: Configure the invoices by clicking on Billing Setting.</h3>
<p>Here, there are multiple options to explore. </p>
<h3>Step 4: View the Generated Date dropdown to see the dates when invoices were generated.</h3>
<h3>Step 5: Select a date to view the number of invoices generated, the total invoice value, and the total amount paid by patients.</h3>
<h3>Step 1: Choose a frequency for invoice generation from the available options: once a month, every month, every fifteen days, or weekly.</h3>
<h3>Step 2: Select a date to send the invoices.</h3>
<h3>Step 3: Click on Save.</h3>
<h3>Step 4: Choose a day to schedule sending invoices from the dropdown, up to ten days in advance.</h3>
<h3>Step 5: After selecting a day, the system will alert you when the invoices will be sent.</h3>
<h3>Step 1: Enter an admin email for communication and alerts.</h3>
<h3>Step 2: Use the Patient Exclusion List to exclude any patients from receiving invoices. Add a patient by searching their name or insurance.</h3>
<h3>Step 3: Filter patients using plan types and select those to exclude from invoice generation.</h3>
<h3>Step 4: If a patient is added mistakenly, remove them from the list.</h3>
<h3>Step 5: View all generated invoices on the main screen.</h3>
<h3>Step 6: Review pending invoices in the Pending Approval section. Once approved, invoices will move to the Approved section and will be sent on the scheduled date.</h3>
<h3>Step 7: If an invoice is incorrect, reject it by clicking on the Reject button. The invoice will move to the Rejected section, where it can be corrected and approved.</h3>
<h3>Step 8: View all invoices, including their status, in the All Invoices section.</h3>
<h3>Step 9: Once an invoice has been sent to a patient, find it in the Sent section. Search for an invoice by patient name and view details such as the invoice ID, patient ID, total amount, and payment status.</h3>
<h3>Step 10: Resend or view the invoice.</h3>
<h3>Step 1: Use filters to search for data using the invoice ID.</h3>
<h3>Step 2: Filter data using the start and end date, which will be the send date.</h3>
<h3>Step 3: View the Paid Invoices section to find all invoices that have been paid, along with the amount, paid date, generated date, and other information.</h3>
<h3>Step 4: Search for a patient by name and use filters to refine the patients and invoice list.</h3>
<p>This concludes the guide on using the Invoices feature. Thank you.</p>
","new-features","new-features","new-features","","new-features/bulk-invoice-overview.md"
"Collecting Payments with Square","collecting-payments-with-square","Guide for Collecting Payments with Square","<p><video controls src=""/videos/collecting-payments-with-square.mp4"" style=""width: 100%""></video></p>
<p>This guide explains how to collect payment using Square.Start by clicking on the appointment card.</p>
<h3>Step 1: Enter the amount to be collected.</h3>
<h3>Step 2: Click on Collect Payment.</h3>
<h3>Step 3: Click on Send Invoice to trigger an invoice to the patient.</h3>
<p>The patient will receive an invoice like this:
The patient has the option to download the invoice or click on Pay Remaining Balance.
The payment can be made via the online terminal.
Alternatively, there&#39;s another method to collect the payment.</p>
<h3>Step 1: Click on the appointment card and enter the payment amount.</h3>
<h3>Step 2: Click on Collect Payment and select Square Terminal.</h3>
<h3>Step 3: Click on Safeguard to collect the payment via the terminal. If there are any comments to add, include them here.</h3>
<p>After clicking on Collect Payment, the Square terminal will process the payment.</p>
","new-features","new-features","new-features","","new-features/collecting-payments-with-square.md"
"Copying Text from PDFs: Tips and Techniques","copying-text-from-pdfs-tips-and-techniques","Guide for Copying Text from PDFs: Tips and Techniques","<p><video controls src=""/videos/copying-text-from-pdfs-tips-and-techniques.mp4"" style=""width: 100%""></video></p>
<p>This guide explains how to copy text from a PDF document.Start by opening the document. </p>
<h3>Step 1: Triple click on a line to select it.</h3>
<h3>Step 2: Drag to select the desired portion of text. If the selection spills over, adjust the cursor accordingly.</h3>
<h3>Step 3: After adjusting the cursor, copy the selected text. When dealing with column sections, copying directly from the document might pose a challenge. If the text spans multiple columns on the same page, it&#39;ll select the horizontal line first before moving to the next, instead of selecting from the vertical column. In such cases, it&#39;s advisable to:</h3>
<h3>Step 4: Select and copy multiple parts separately. This concludes the guide on how to copy text from a PDF document.</h3>
","new-features","new-features","new-features","","new-features/copying-text-from-pdfs-tips-and-techniques.md"
"Create Exercises In Wibbi","create-exercises-in-wibbi","Guide for Create Exercises In Wibbi","<p><video controls src=""/videos/create-exercises-in-wibbi.mp4"" style=""width: 100%""></video></p>
<p>Welcome to this tutorial on how to create and manage client programs in the dashboard. You’ll start on the main dashboard as the platform loads
and displays your upcoming appointments. Next, you navigate
to the Assigned Programs section using the sidebar menu, where you can easily find all your client assignments. Here, you select
the program list to view available assignments. After that, the page loads
as you transition to the next section, and you access
the client’s detailed program interface to review and manage their modules.From here, you navigate
to the module creation page, where you can start building a new module for your client. You’ll review
the available input fields, making sure you understand each option before proceeding. Next, you enter
information into the description field—if you’re unsure what to include, you can always refer to previous modules for inspiration. You scroll
down to the media upload section, where you can add helpful resources or skip this step if not needed. Finally, you prepare
to save the exercise, ensuring all details are correct before completing the process.By following these steps, you’ll be able to confidently create and manage client programs in your dashboard, helping you deliver a seamless experience for your clients every time.</p>
","new-features","new-features","new-features","","new-features/create-exercises-in-wibbi.md"
"Empower Your Patients with Our New Patient Portal","empower-your-patients-with-our-new-patient-portal","Guide for Empower Your Patients with Our New Patient Portal","<p><video controls src=""/videos/empower-your-patients-with-our-new-patient-portal.mp4"" style=""width: 100%""></video></p>
<p>Logging In</p>
<h3>Step 1: Patients log in securely and effortlessly, gaining seamless access to their personal health information. They have the option to log in using email verification or sign in with Google.</h3>
<p>Navigating the Home Screen</p>
<h3>Step 2: After logging in, patients encounter a user-friendly home screen that provides quick access to all essential features, facilitating interaction with the clinic.</h3>
<p>Scheduling an Appointment</p>
<h3>Step 3: If a patient needs to schedule a new appointment, they click on the New Appointment.</h3>
<h3>Step 4: They then select the required details such as Clinic Location,Preferred Therapist, Appointment Type, and Payment Method.</h3>
<h3>Step 5: With just a few taps, their appointment request is created, reducing the administrative workload for clinic staff.</h3>
<p>Updating Insurance Information</p>
<h3>Step 6: If a patient needs to update their insurance information, they can easily add their insurance card using the smart AI capture feature.</h3>
<h3>Step 7: By taking a picture of their insurance card, the system automatically captures most of the insurance details, prefilling the information. They just need to review and submit, saving time for everyone.</h3>
<p>Updating Personal and Medical Information</p>
<h3>Step 8: Keeping personal and medical information current is crucial for providing quality care. Patients have a clear view of their profile submissions, including personal and medical details.</h3>
<h3>Step 9: If any information is incomplete or needs updating, they can access and edit it anytime before their appointment.</h3>
<p>These details remain with them across multiple appointments, ensuring continuity of care. Managing Billing</p>
<h3>Step 10: Simplifying billing processes benefits both the patient and the clinic. If a patient has a pending balance to pay, they can handle it swiftly. By going to the Billing tab, they can view their pending amount and pay it upfront with just a few clicks.</h3>
<p>This improves cash flow and reduces overdue payments. Completing Intake Forms</p>
<h3>Step 11: Enhance efficiency by allowing patients to complete intake forms ahead of time. From their appointment details, they see that their intake is not submitted yet. They can quickly access and complete their paperwork before the appointment.</h3>
<h3>Step 12: Personal, medical, and insurance information are already filled if previously provided. They proceed directly to subjective</h3>
<p>All their paperwork is done ensuring appointments start on time. Viewing Appointments</p>
<h3>Step 13: Staying organized helps reduce no shows and missed appointments. Patients can view all their upcoming and completed appointments in one place.</h3>
<h3>Step 14: By accessing the My Appointment section, they can see their schedule without hassles.</h3>
<p>The patient portal enhances patient satisfaction by making healthcare management straightforward. All essential information is at their fingertips, whether it&#39;s booking appointments, updating profiles, handling bills, or completing their paperwork. It&#39;s all streamlined for their convenience. This not only benefits your patient, but also optimizes your clinic&#39;s operation. Experience how the patient portal can enhance patient engagement and streamline your clinic&#39;s workflow. Empower your patients and take your healthcare services to the next level.</p>
","new-features","new-features","new-features","","new-features/empower-your-patients-with-our-new-patient-portal.md"
"Enhanced Eligibility Service with ERA Integration","enhanced-eligibility-service-with-era-integration","Guide for Enhanced Eligibility Service with ERA Integration","<p><video controls src=""/videos/enhanced-eligibility-service-with-era-integration.mp4"" style=""width: 100%""></video></p>
<p>Explore the recent enhancements in the eligibility service.
Experience seamless eligibility check integration with Drive Three Sixty.
Leverage powerful data for crucial billing decisions in clinics and for physicians.</p>
<h3>Step 1: Use the service to determine if a patient&#39;s treatment is covered by their insurance.</h3>
<h3>Step 2: Track covered visits and prior authorization requirements.</h3>
<p>Gain insights into expected patient responsibility components such as co-pay, coinsurance, and deductible.
Understand that the current eligibility implementation relies on data from service partners, ClaimMD, and Pwify.
Acknowledge the variations in plans across numerous payers.
Recognize the challenges in extracting benefits for each case.
To enhance eligibility check accuracy, Spry integrates data from RCM.
The new version&#39;s highlight is its integration of data from ERA for more detailed information on benefits and coverage limitations. ERA data, reflecting actual reimbursement from the payer, is a reliable source. It confirms patient data accuracy, indicates higher claim approval certainty, shows the co-pay in point six percent, helps determine if the deductible is exhausted, tracks if the out-of-pocket limit is reached, and identifies if prior authorization is needed or if the Medicare cap is exhausted.</p>
<h3>Step 1: Navigate to the appointment dashboard and book an appointment.</h3>
<h3>Step 2: Open the new appointment and proceed to the insurance info.</h3>
<p>In the insurance info section, view all the patient&#39;s insurance cards. Each card has an option to check eligibility details.
Click on the option to view eligibility benefits and limitation information. Notice the new button to access the newer version.
In the newer version, observe the patient&#39;s coinsurance percent and copay amount.
Question the difference in data between versions.
Understand that the difference arises from integrating data from ERA. In the patient&#39;s reimbursement history, find an ERA. Review the ERA details.Notice that the ERA details are reflected in the newer version, enhancing the eligibility service&#39;s accuracy.</p>
","new-features","new-features","new-features","","new-features/enhanced-eligibility-service-with-era-integration.md"
"Improved ICD Code Search Functionality","improved-icd-code-search-functionality","Guide for Improved ICD Code Search Functionality","<p><video controls src=""/videos/improved-icd-code-search-functionality.mp4"" style=""width: 100%""></video></p>
<p>This guide provides a walkthrough of the improved ICD search feature, which allows for faster and more efficient searching of NICD code sets. The feature includes options to search by code, description, and even corrects for spelling errors. Start by searching using the code:</p>
<h3>Step 1: Enter the desired code into the search bar.</h3>
<h3>Step 2: View the results that match the entered code.</h3>
<p>Alternatively, search using a description:</p>
<h3>Step 1: Type the description into the search bar.</h3>
<h3>Step 2: Even if the spelling is incorrect, the search feature will suggest the correct description from the dropdown menu.</h3>
<p>The search feature also allows for a combination of code and description:</p>
<h3>Step 1: Enter the code and description into the search bar.</h3>
<h3>Step 2: Even if there are errors such as extra spaces, dots, or colons, the search feature will still provide the correct results.</h3>
<h3>Step 3: View the correct results from the dropdown menu.</h3>
","new-features","new-features","new-features","","new-features/improved-icd-code-search-functionality.md"
"Insurance Card Copay Feature","insurance-card-copay-feature","Guide for Insurance Card Copay Feature","<p><video controls src=""/videos/insurance-card-copay-feature.mp4"" style=""width: 100%""></video></p>
","new-features","new-features","new-features","","new-features/insurance-card-copay-feature.md"
"Policy Visit Tracking and Alerts","policy-visit-tracking-and-alerts","Guide for Policy Visit Tracking and Alerts","<p><video controls src=""/videos/policy-visit-tracking-and-alerts.mp4"" style=""width: 100%""></video></p>
<p>In this article, you&#39;ll learn how to use the policy visit tracking feature to monitor the number of visits authorized by a specific payer within a year or any selected date range.</p>
<h3>Step 1: Start by opening the patient&#39;s appointment card. We&#39;ve added an insurance pay appointment with Aetna Better Insurance for this example. It&#39;s possible to add policy visits directly from the appointment card.</h3>
<h3>Step 2: Click on the plus button to add policy visits.</h3>
<h3>Step 3: Enter the limits of the policy visits in the provided field.</h3>
<h3>Step 4: The date range for the current year is selected by default. However, you&#39;re free to edit the date range if needed.</h3>
<p>After saving, the system will display the number of consumed visits within these policy visits. For instance, between January 1 and December 31, two visits out of 10 have been consumed.</p>
<h3>Step 5: You can also access this feature from the Insurance tab.</h3>
<p>From here, you&#39;re able to edit or delete the policy visits date range. The value will be recalculated based on the consumed visits to date.</p>
<h3>Step 6: Check the alerts. We display alerts based on the number of visits consumed and the policy&#39;s expiry date. This ensures you don&#39;t miss any compliance requirements.</h3>
<p>For example, if the total visit limit was two and both visits have been consumed, an alert will be triggered notifying that this is the final visit covered under the current policy. Similarly, an alert will be issued if a policy is about to expire, stating that the policy visit has expired. This way, we ensure that these policy widgets do not interfere with compliance.</p>
","new-features","new-features","new-features","","new-features/policy-visit-tracking-and-alerts.md"
"PT Co-Signature_Process Overview","pt-co-signatureprocess-overview","Guide for PT Co-Signature_Process Overview","<p><video controls src=""/videos/pt-co-signatureprocess-overview.mp4"" style=""width: 100%""></video></p>
<p>How to send note for co signature. After completing the SOAP note, you will have the option need co signature. If a therapist needs a co signature, they can activate this feature by clicking on
this checkbox. A list of therapists will then appear. From this list, they can choose the therapist to whom they want to send the note for approval. Right now, we&#39;ve chosen a specific therapist and sent the note for approval. Once you&#39;ve sent the note for approval, the respective therapist can review it from their
dashboard. They can either send it for revision or complete the note. Thank you.</p>
","new-features","new-features","new-features","","new-features/pt-co-signatureprocess-overview.md"
